timestamp,open,high,low,close
1425513600000,1.03075,1.03104,1.03073,1.03088
1425513900000,1.03088,1.03093,1.03075,1.03075
1425514200000,1.03075,1.03075,1.03048,1.03073
1425514500000,1.03073,1.03082,1.03067,1.03073
1425514800000,1.0307,1.03091,1.03048,1.03078
1425515100000,1.03078,1.03106,1.03026,1.03026
1425515400000,1.03026,1.03124,1.03003,1.03094
1425515700000,1.03094,1.03119,1.03076,1.03093
1425516000000,1.03084,1.03106,1.0307,1.03081
1425516300000,1.03081,1.03081,1.03046,1.03076
1425516600000,1.03076,1.03076,1.0303,1.03054
1425516900000,1.03054,1.03057,1.03014,1.03033
1425517200000,1.03033,1.0306,1.0303,1.03036
1425517500000,1.03036,1.03036,1.02996,1.02998
1425517800000,1.02997,1.03008,1.02967,1.02992
1425518100000,1.02992,1.02994,1.02958,1.02975
1425518400000,1.02977,1.0298,1.02942,1.02949
1425518700000,1.02949,1.02965,1.02927,1.02946
1425519000000,1.02946,1.02947,1.02863,1.02875
1425519300000,1.02876,1.02899,1.02831,1.02886
1425519600000,1.02882,1.02992,1.0287,1.02992
1425519900000,1.02992,1.03008,1.02967,1.02998
1425520200000,1.02998,1.03059,1.02982,1.03053
1425520500000,1.03052,1.03143,1.03051,1.03139
1425520800000,1.03138,1.03387,1.03132,1.03364
1425521100000,1.03368,1.03539,1.03347,1.03476
1425521400000,1.03473,1.03602,1.03443,1.03591
1425521700000,1.03594,1.03613,1.03539,1.03542
1425522000000,1.03544,1.03583,1.03536,1.03549
1425522300000,1.03551,1.03564,1.03514,1.03533
1425522600000,1.03533,1.0356,1.03525,1.03529
1425522900000,1.03529,1.03529,1.0348,1.03502
1425523200000,1.03507,1.03524,1.0348,1.03495
1425523500000,1.03495,1.03548,1.03477,1.0348
1425523800000,1.03483,1.03511,1.03479,1.03503
1425524100000,1.035,1.03533,1.035,1.03529
1425524400000,1.03529,1.03565,1.03518,1.0356
1425524700000,1.03562,1.03562,1.03529,1.03529
1425525000000,1.03529,1.0357,1.03529,1.03544
1425525300000,1.03544,1.03551,1.03506,1.03506
1425525600000,1.03508,1.03532,1.03479,1.03495
1425525900000,1.03494,1.03509,1.03468,1.03505
1425526200000,1.03509,1.03537,1.03499,1.03529
1425526500000,1.03534,1.03539,1.03499,1.03524
